date,minute_end,symbol,last_trade_price
20260204,092500,NIFTY2621025600CE,27265
20260204,092500,NIFTY2621025650CE,24110
20260204,092500,NIFTY2621025700CE,21105
20260204,092500,NIFTY2621025750CE,18345
20260204,092500,NIFTY2621025800CE,15900
20260204,092500,NIFTY2621025850CE,13715
20260204,092500,NIFTY2621025900CE,11725
20260204,092500,NIFTY2621025950CE,10035
20260204,092500,NIFTY2621026000CE,8530
20260204,092500,NIFTY2621026050CE,7185
20260204,092500,NIFTY2621025550PE,9895
20260204,092500,NIFTY2621025600PE,11460
20260204,092500,NIFTY2621025650PE,13250
20260204,092500,NIFTY2621025700PE,15275
20260204,092500,NIFTY2621025750PE,17545
20260204,092500,NIFTY2621025800PE,20140
20260204,092500,NIFTY2621025850PE,22850
20260204,092500,NIFTY2621025900PE,25910
20260204,092500,NIFTY2621025950PE,29095
20260204,092500,NIFTY2621026000PE,32770
20260204,092500,NIFTY2621026050PE,36380
20260204,092600,NIFTY26FEBFUT,2.58202e+06
20260204,092600,NIFTY2621025550CE,31425
20260204,092600,NIFTY2621025600CE,27870
20260204,092600,NIFTY2621025650CE,24690
20260204,092600,NIFTY2621025700CE,21665
20260204,092600,NIFTY2621025750CE,18880
20260204,092600,NIFTY2621025800CE,16370
20260204,092600,NIFTY2621025850CE,14095
20260204,092600,NIFTY2621025900CE,12040
20260204,092600,NIFTY2621025950CE,10305
20260204,092600,NIFTY2621026000CE,8755
20260204,092600,NIFTY2621026050CE,7420
20260204,092600,NIFTY2621025550PE,9530
20260204,092600,NIFTY2621025600PE,11035
20260204,092600,NIFTY2621025650PE,12775
20260204,092600,NIFTY2621025700PE,14745
20260204,092600,NIFTY2621025750PE,16960
20260204,092600,NIFTY2621025800PE,19450
20260204,092600,NIFTY2621025850PE,22130
20260204,092600,NIFTY2621025900PE,25125
20260204,092600,NIFTY2621025950PE,28380
20260204,092600,NIFTY2621026000PE,31820
20260204,092600,NIFTY2621026050PE,35425
20260204,092700,NIFTY26FEBFUT,2.58316e+06
20260204,092700,NIFTY2621025550CE,32215
20260204,092700,NIFTY2621025600CE,28680
20260204,092700,NIFTY2621025650CE,25385
20260204,092700,NIFTY2621025700CE,22295
20260204,092700,NIFTY2621025750CE,19495
20260204,092700,NIFTY2621025800CE,16905
20260204,092700,NIFTY2621025850CE,14585
20260204,092700,NIFTY2621025900CE,12520
20260204,092700,NIFTY2621025950CE,10705
20260204,092700,NIFTY2621026000CE,9135
20260204,092700,NIFTY2621026050CE,7715
20260204,092700,NIFTY2621025550PE,9295
20260204,092700,NIFTY2621025600PE,10765
20260204,092700,NIFTY2621025650PE,12470
20260204,092700,NIFTY2621025700PE,14400
20260204,092700,NIFTY2621025750PE,16525
20260204,092700,NIFTY2621025800PE,18990
20260204,092700,NIFTY2621025850PE,21675
20260204,092700,NIFTY2621025900PE,24560
20260204,092700,NIFTY2621025950PE,27770
20260204,092700,NIFTY2621026000PE,31165
20260204,092700,NIFTY2621026050PE,34780
20260204,092800,NIFTY26FEBFUT,2.58403e+06
20260204,092800,NIFTY2621025550CE,32385
20260204,092800,NIFTY2621025600CE,28925
20260204,092800,NIFTY2621025650CE,25615
20260204,092800,NIFTY2621025700CE,22510
20260204,092800,NIFTY2621025750CE,19665
20260204,092800,NIFTY2621025800CE,17060
20260204,092800,NIFTY2621025850CE,14710
20260204,092800,NIFTY2621025900CE,12620
20260204,092800,NIFTY2621025950CE,10745
20260204,092800,NIFTY2621026000CE,9145
20260204,092800,NIFTY2621026050CE,7730
20260204,092800,NIFTY2621025550PE,9200
20260204,092800,NIFTY2621025600PE,10640
20260204,092800,NIFTY2621025650PE,12305
20260204,092800,NIFTY2621025700PE,14155
20260204,092800,NIFTY2621025750PE,16320
20260204,092800,NIFTY2621025800PE,18730
20260204,092800,NIFTY2621025850PE,21350
20260204,092800,NIFTY2621025900PE,24255
20260204,092800,NIFTY2621025950PE,27405
20260204,092800,NIFTY2621026000PE,30800
20260204,092800,NIFTY2621026050PE,34110
20260204,092900,NIFTY26FEBFUT,2.583e+06
20260204,092900,NIFTY2621025550CE,31920
20260204,092900,NIFTY2621025600CE,28415
20260204,092900,NIFTY2621025650CE,25135
20260204,092900,NIFTY2621025700CE,22085
20260204,092900,NIFTY2621025750CE,19295
20260204,092900,NIFTY2621025800CE,16690
20260204,092900,NIFTY2621025850CE,14380
20260204,092900,NIFTY2621025900CE,12315
20260204,092900,NIFTY2621025950CE,10535
20260204,092900,NIFTY2621026000CE,8960
20260204,092900,NIFTY2621026050CE,7540
20260204,092900,NIFTY2621025550PE,9440
20260204,092900,NIFTY2621025600PE,10945
20260204,092900,NIFTY2621025650PE,12610
20260204,092900,NIFTY2621025700PE,14565
20260204,092900,NIFTY2621025750PE,16740
20260204,092900,NIFTY2621025800PE,19140
20260204,092900,NIFTY2621025850PE,21840
20260204,092900,NIFTY2621025900PE,24790
20260204,092900,NIFTY2621025950PE,27940
20260204,092900,NIFTY2621026000PE,31345
20260204,092900,NIFTY2621026050PE,35040
20260204,093000,NIFTY26FEBFUT,2.58142e+06
20260204,093000,NIFTY2621025550CE,30970
20260204,093000,NIFTY2621025600CE,27565
20260204,093000,NIFTY2621025650CE,24260
20260204,093000,NIFTY2621025700CE,21300
20260204,093000,NIFTY2621025750CE,18530
20260204,093000,NIFTY2621025800CE,16045
20260204,093000,NIFTY2621025850CE,13775
20260204,093000,NIFTY2621025900CE,11765
20260204,093000,NIFTY2621025950CE,10055
20260204,093000,NIFTY2621026000CE,8520
20260204,093000,NIFTY2621026050CE,7220
20260204,093000,NIFTY2621025550PE,9670
20260204,093000,NIFTY2621025600PE,11205
20260204,093000,NIFTY2621025650PE,12950
20260204,093000,NIFTY2621025700PE,14930
20260204,093000,NIFTY2621025750PE,17150
20260204,093000,NIFTY2621025800PE,19705
20260204,093000,NIFTY2621025850PE,22395
20260204,093000,NIFTY2621025900PE,25430
20260204,093000,NIFTY2621025950PE,28685
20260204,093000,NIFTY2621026000PE,32190
20260204,093000,NIFTY2621026050PE,35865
20260204,093100,NIFTY26FEBFUT,2.58258e+06
20260204,093100,NIFTY2621025550CE,31670
20260204,093100,NIFTY2621025600CE,28180
20260204,093100,NIFTY2621025650CE,24820
20260204,093100,NIFTY2621025700CE,21780
20260204,093100,NIFTY2621025750CE,19015
20260204,093100,NIFTY2621025800CE,16475
20260204,093100,NIFTY2621025850CE,14200
20260204,093100,NIFTY2621025900CE,12145
20260204,093100,NIFTY2621025950CE,10370
20260204,093100,NIFTY2621026000CE,8835
20260204,093100,NIFTY2621026050CE,7465
20260204,093100,NIFTY2621025550PE,9410
20260204,093100,NIFTY2621025600PE,10900
20260204,093100,NIFTY2621025650PE,12605
20260204,093100,NIFTY2621025700PE,14605
20260204,093100,NIFTY2621025750PE,16750
20260204,093100,NIFTY2621025800PE,19195
20260204,093100,NIFTY2621025850PE,21920
20260204,093100,NIFTY2621025900PE,24855
20260204,093100,NIFTY2621025950PE,28080
20260204,093100,NIFTY2621026000PE,31550
20260204,093100,NIFTY2621026050PE,35140
20260204,093200,NIFTY26FEBFUT,2.58493e+06
20260204,093200,NIFTY2621025550CE,33425
20260204,093200,NIFTY2621025600CE,29745
20260204,093200,NIFTY2621025650CE,26365
20260204,093200,NIFTY2621025700CE,23270
20260204,093200,NIFTY2621025750CE,20345
20260204,093200,NIFTY2621025800CE,17695
20260204,093200,NIFTY2621025850CE,15270
20260204,093200,NIFTY2621025900CE,13080
20260204,093200,NIFTY2621025950CE,11185
20260204,093200,NIFTY2621026000CE,9545
20260204,093200,NIFTY2621026050CE,8040
20260204,093200,NIFTY2621025550PE,8840
20260204,093200,NIFTY2621025600PE,10245
20260204,093200,NIFTY2621025650PE,11830
20260204,093200,NIFTY2621025700PE,13645
20260204,093200,NIFTY2621025750PE,15725
20260204,093200,NIFTY2621025800PE,18090
20260204,093200,NIFTY2621025850PE,20680
20260204,093200,NIFTY2621025900PE,23460
20260204,093200,NIFTY2621025950PE,26595
20260204,093200,NIFTY2621026000PE,29955
20260204,093200,NIFTY2621026050PE,33400
20260204,093300,NIFTY26FEBFUT,2.58462e+06
20260204,093300,NIFTY2621025550CE,33525
20260204,093300,NIFTY2621025600CE,29700
20260204,093300,NIFTY2621025650CE,26310
20260204,093300,NIFTY2621025700CE,23110
20260204,093300,NIFTY2621025750CE,20190
20260204,093300,NIFTY2621025800CE,17545
20260204,093300,NIFTY2621025850CE,15155
20260204,093300,NIFTY2621025900CE,12990
20260204,093300,NIFTY2621025950CE,11080
20260204,093300,NIFTY2621026000CE,9450
20260204,093300,NIFTY2621026050CE,7995
20260204,093300,NIFTY2621025550PE,8915
20260204,093300,NIFTY2621025600PE,10300
20260204,093300,NIFTY2621025650PE,11875
20260204,093300,NIFTY2621025700PE,13710
20260204,093300,NIFTY2621025750PE,15805
20260204,093300,NIFTY2621025800PE,18160
20260204,093300,NIFTY2621025850PE,20745
20260204,093300,NIFTY2621025900PE,23545
20260204,093300,NIFTY2621025950PE,26525
20260204,093300,NIFTY2621026000PE,30005
20260204,093300,NIFTY2621026050PE,33415
20260204,093400,NIFTY26FEBFUT,2.58367e+06
20260204,093400,NIFTY2621025550CE,32480
20260204,093400,NIFTY2621025600CE,28895
20260204,093400,NIFTY2621025650CE,25560
20260204,093400,NIFTY2621025700CE,22415
20260204,093400,NIFTY2621025750CE,19555
20260204,093400,NIFTY2621025800CE,16940
20260204,093400,NIFTY2621025850CE,14570
20260204,093400,NIFTY2621025900CE,12475
20260204,093400,NIFTY2621025950CE,10635
20260204,093400,NIFTY2621026000CE,9040
20260204,093400,NIFTY2621026050CE,7615
20260204,093400,NIFTY2621025550PE,9160
20260204,093400,NIFTY2621025600PE,10585
20260204,093400,NIFTY2621025650PE,12215
20260204,093400,NIFTY2621025700PE,14105
20260204,093400,NIFTY2621025750PE,16240
20260204,093400,NIFTY2621025800PE,18595
20260204,093400,NIFTY2621025850PE,21270
20260204,093400,NIFTY2621025900PE,24160
20260204,093400,NIFTY2621025950PE,27290
20260204,093400,NIFTY2621026000PE,30770
20260204,093400,NIFTY2621026050PE,34270
20260204,093500,NIFTY26FEBFUT,2.5833e+06
20260204,093500,NIFTY2621025550CE,31945
20260204,093500,NIFTY2621025600CE,28425
20260204,093500,NIFTY2621025650CE,25120
20260204,093500,NIFTY2621025700CE,22030
20260204,093500,NIFTY2621025750CE,19145
20260204,093500,NIFTY2621025800CE,16640
20260204,093500,NIFTY2621025850CE,14295
20260204,093500,NIFTY2621025900CE,12235
20260204,093500,NIFTY2621025950CE,10425
20260204,093500,NIFTY2621026000CE,8855
20260204,093500,NIFTY2621026050CE,7480
20260204,093500,NIFTY2621025550PE,9360
20260204,093500,NIFTY2621025600PE,10840
20260204,093500,NIFTY2621025650PE,12500
20260204,093500,NIFTY2621025700PE,14435
20260204,093500,NIFTY2621025750PE,16565
20260204,093500,NIFTY2621025800PE,19000
20260204,093500,NIFTY2621025850PE,21720
20260204,093500,NIFTY2621025900PE,24625
20260204,093500,NIFTY2621025950PE,27825
20260204,093500,NIFTY2621026000PE,31245
20260204,093500,NIFTY2621026050PE,34800
20260204,093600,NIFTY26FEBFUT,2.5834e+06
20260204,093600,NIFTY2621025550CE,31975
20260204,093600,NIFTY2621025600CE,28465
20260204,093600,NIFTY2621025650CE,25095
20260204,093600,NIFTY2621025700CE,22050
20260204,093600,NIFTY2621025750CE,19230
20260204,093600,NIFTY2621025800CE,16640
20260204,093600,NIFTY2621025850CE,14305
20260204,093600,NIFTY2621025900CE,12215
20260204,093600,NIFTY2621025950CE,10390
20260204,093600,NIFTY2621026000CE,8855
20260204,093600,NIFTY2621026050CE,7440
20260204,093600,NIFTY2621025550PE,9315
20260204,093600,NIFTY2621025600PE,10775
20260204,093600,NIFTY2621025650PE,12450
20260204,093600,NIFTY2621025700PE,14360
20260204,093600,NIFTY2621025750PE,16520
20260204,093600,NIFTY2621025800PE,18900
20260204,093600,NIFTY2621025850PE,21600
20260204,093600,NIFTY2621025900PE,24560
20260204,093600,NIFTY2621025950PE,27735
20260204,093600,NIFTY2621026000PE,31200
20260204,093600,NIFTY2621026050PE,34860
20260204,093700,NIFTY26FEBFUT,2.58306e+06
20260204,093700,NIFTY2621025550CE,31730
20260204,093700,NIFTY2621025600CE,28100
20260204,093700,NIFTY2621025650CE,24800
20260204,093700,NIFTY2621025700CE,21750
20260204,093700,NIFTY2621025750CE,18890
20260204,093700,NIFTY2621025800CE,16375
20260204,093700,NIFTY2621025850CE,14070
20260204,093700,NIFTY2621025900CE,12020
20260204,093700,NIFTY2621025950CE,10205
20260204,093700,NIFTY2621026000CE,8680
20260204,093700,NIFTY2621026050CE,7300
20260204,093700,NIFTY2621025550PE,9575
20260204,093700,NIFTY2621025600PE,11080
20260204,093700,NIFTY2621025650PE,12775
20260204,093700,NIFTY2621025700PE,14690
20260204,093700,NIFTY2621025750PE,16900
20260204,093700,NIFTY2621025800PE,19365
20260204,093700,NIFTY2621025850PE,22040
20260204,093700,NIFTY2621025900PE,25010
20260204,093700,NIFTY2621025950PE,28185
20260204,093700,NIFTY2621026000PE,31635
20260204,093700,NIFTY2621026050PE,35225
20260204,093800,NIFTY26FEBFUT,2.58153e+06
20260204,093800,NIFTY2621025550CE,30770
20260204,093800,NIFTY2621025600CE,27420
20260204,093800,NIFTY2621025650CE,24120
20260204,093800,NIFTY2621025700CE,21100
20260204,093800,NIFTY2621025750CE,18330
20260204,093800,NIFTY2621025800CE,15800
20260204,093800,NIFTY2621025850CE,13585
20260204,093800,NIFTY2621025900CE,11565
20260204,093800,NIFTY2621025950CE,9855
20260204,093800,NIFTY2621026000CE,8355
20260204,093800,NIFTY2621026050CE,7045
20260204,093800,NIFTY2621025550PE,10035
20260204,093800,NIFTY2621025600PE,11580
20260204,093800,NIFTY2621025650PE,13345
20260204,093800,NIFTY2621025700PE,15350
20260204,093800,NIFTY2621025750PE,17555
20260204,093800,NIFTY2621025800PE,20105
20260204,093800,NIFTY2621025850PE,22770
20260204,093800,NIFTY2621025900PE,25820
20260204,093800,NIFTY2621025950PE,29020
20260204,093800,NIFTY2621026000PE,32535
20260204,093800,NIFTY2621026050PE,36210
20260204,093900,NIFTY26FEBFUT,2.58159e+06
20260204,093900,NIFTY2621025550CE,30725
20260204,093900,NIFTY2621025600CE,27310
20260204,093900,NIFTY2621025650CE,24075
20260204,093900,NIFTY2621025700CE,21060
20260204,093900,NIFTY2621025750CE,18320
20260204,093900,NIFTY2621025800CE,15800
20260204,093900,NIFTY2621025850CE,13545
20260204,093900,NIFTY2621025900CE,11580
20260204,093900,NIFTY2621025950CE,9830
20260204,093900,NIFTY2621026000CE,8345
20260204,093900,NIFTY2621026050CE,7015
20260204,093900,NIFTY2621025550PE,9905
20260204,093900,NIFTY2621025600PE,11460
20260204,093900,NIFTY2621025650PE,13205
20260204,093900,NIFTY2621025700PE,15230
20260204,093900,NIFTY2621025750PE,17445
20260204,093900,NIFTY2621025800PE,19995
20260204,093900,NIFTY2621025850PE,22685
20260204,093900,NIFTY2621025900PE,25725
20260204,093900,NIFTY2621025950PE,28960
20260204,093900,NIFTY2621026000PE,32490
20260204,093900,NIFTY2621026050PE,36000
20260204,094000,NIFTY26FEBFUT,2.58081e+06
20260204,094000,NIFTY2621025550CE,29955
20260204,094000,NIFTY2621025600CE,26610
20260204,094000,NIFTY2621025650CE,23375
20260204,094000,NIFTY2621025700CE,20515
20260204,094000,NIFTY2621025750CE,17735
20260204,094000,NIFTY2621025800CE,15300
20260204,094000,NIFTY2621025850CE,13130
20260204,094000,NIFTY2621025900CE,11180
20260204,094000,NIFTY2621025950CE,9470
20260204,094000,NIFTY2621026000CE,8040
20260204,094000,NIFTY2621026050CE,6740
20260204,094000,NIFTY2621025550PE,10165
20260204,094000,NIFTY2621025600PE,11715
20260204,094000,NIFTY2621025650PE,13540
20260204,094000,NIFTY2621025700PE,15570
20260204,094000,NIFTY2621025750PE,17840
20260204,094000,NIFTY2621025800PE,20385
20260204,094000,NIFTY2621025850PE,23175
20260204,094000,NIFTY2621025900PE,26300
20260204,094000,NIFTY2621025950PE,29645
20260204,094000,NIFTY2621026000PE,33125
20260204,094000,NIFTY2621026050PE,36045
20260204,094100,NIFTY26FEBFUT,2.582e+06
20260204,094100,NIFTY2621025550CE,31035
20260204,094100,NIFTY2621025600CE,27595
20260204,094100,NIFTY2621025650CE,24295
20260204,094100,NIFTY2621025700CE,21240
20260204,094100,NIFTY2621025750CE,18470
20260204,094100,NIFTY2621025800CE,15950
20260204,094100,NIFTY2621025850CE,13700
20260204,094100,NIFTY2621025900CE,11700
20260204,094100,NIFTY2621025950CE,9950
20260204,094100,NIFTY2621026000CE,8440
20260204,094100,NIFTY2621026050CE,7080
20260204,094100,NIFTY2621025550PE,9735
20260204,094100,NIFTY2621025600PE,11270
20260204,094100,NIFTY2621025650PE,13000
20260204,094100,NIFTY2621025700PE,14995
20260204,094100,NIFTY2621025750PE,17215
20260204,094100,NIFTY2621025800PE,19715
20260204,094100,NIFTY2621025850PE,22345
20260204,094100,NIFTY2621025900PE,25375
20260204,094100,NIFTY2621025950PE,28565
20260204,094100,NIFTY2621026000PE,32045
20260204,094100,NIFTY2621026050PE,35550
20260204,094200,NIFTY26FEBFUT,2.58374e+06
20260204,094200,NIFTY2621025550CE,32090
20260204,094200,NIFTY2621025600CE,28615
20260204,094200,NIFTY2621025650CE,25295
20260204,094200,NIFTY2621025700CE,22160
20260204,094200,NIFTY2621025750CE,19330
20260204,094200,NIFTY2621025800CE,16730
20260204,094200,NIFTY2621025850CE,14365
20260204,094200,NIFTY2621025900CE,12285
20260204,094200,NIFTY2621025950CE,10455
20260204,094200,NIFTY2621026000CE,8880
20260204,094200,NIFTY2621026050CE,7460
20260204,094200,NIFTY2621025550PE,9265
20260204,094200,NIFTY2621025600PE,10690
20260204,094200,NIFTY2621025650PE,12375
20260204,094200,NIFTY2621025700PE,14270
20260204,094200,NIFTY2621025750PE,16415
20260204,094200,NIFTY2621025800PE,18795
20260204,094200,NIFTY2621025850PE,21540
20260204,094200,NIFTY2621025900PE,24385
20260204,094200,NIFTY2621025950PE,27565
20260204,094200,NIFTY2621026000PE,30920
20260204,094200,NIFTY2621026050PE,34575
20260204,094300,NIFTY26FEBFUT,2.5845e+06
20260204,094300,NIFTY2621025550CE,33000
20260204,094300,NIFTY2621025600CE,29400
20260204,094300,NIFTY2621025650CE,26010
20260204,094300,NIFTY2621025700CE,22860
20260204,094300,NIFTY2621025750CE,19920
